Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
nintendo-3ds,Driver: Renegade,2011-09-06,Mature,Ubisoft,Unkown,Racing,008888166719,31683,Unkown,https://www.pricecharting.com/game/nintendo-3ds/driver-renegade
nintendo-3ds,DualPenSports,2011-06-21,Everyone 10+,Namco,Unkown,Sports,722674700290,31502,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dualpensports
nintendo-3ds,Duck Dynasty,2014-10-14,Everyone 10+,Activision,Unkown,Action & Adventure,047875770355,35161,Unkown,https://www.pricecharting.com/game/nintendo-3ds/duck-dynasty
nintendo-3ds,Epic Mickey: Power of Illusion,2012-11-18,Everyone,Disney,DreamRift,Action & Adventure,712725020187,33404,Unkown,https://www.pricecharting.com/game/nintendo-3ds/epic-mickey-power-of-illusion
nintendo-3ds,Etrian Mystery Dungeon,2015-04-07,Everyone 10+,Atlus,Spike Chunsoft and Atlus,RPG,730865300211,35672,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-mystery-dungeon
nintendo-3ds,Etrian Odyssey 2 Untold: The Fafnir Knight,2015-08-04,Teen,Atlus,Unkown,RPG,730865300204,35836,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-2-untold-the-fafnir-knight
nintendo-3ds,Etrian Odyssey IV: Legends Of The Titan,2013-02-26,Teen,Atlus,Atlus,RPG,730865300129,33859,"For centuries, the tree Yggdrasil has been a constant presence in the lives of the people of Tharsis. It looms on the horizon, visible from everywhere in the city. But its roots are in a far-off land where no one has ventured until the Outland Count of Tharsis sponsors an Explorers Guild to reach Yggdrasil and discover its secrets. You are the latest explorer arriving in Tharsis to seek your fame and fortune. Board your skyship and set out into the clouds in search of treasure, glory, and the answer to Tharsis' oldest mystery.",https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-iv-legends-of-the-titan
nintendo-3ds,Etrian Odyssey Nexus,2019-02-05,Teen,Atlus,Atlus,RPG,730865300297,54365,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-nexus
nintendo-3ds,Etrian Odyssey Untold: The Millennium Girl,2013-10-01,Teen,Atlus,Unkown,RPG,730865300150,34300,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-untold-the-millennium-girl
nintendo-3ds,Etrian Odyssey V: Beyond The Myth,2017-10-17,Teen,Atlus,Unkown,RPG,730865300259,40281,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-v-beyond-the-myth
