,PC_ID,Title,loose_price,cib_price,new_price
995,67650,Twin Dragons [Homebrew],64.02,76.97,100.01
996,12503,Twin Eagle,13.03,56.12,173.81
997,3395027,Uchusen Ultimate PLOID Battle,,,
998,12504,Ultima Exodus,8.99,37.27,213.00
999,12505,Ultima Quest of the Avatar,19.95,61.34,349.00
1000,10080,Ultima Warriors of Destiny,109.46,195.96,784.00
1001,10081,Ultimate Air Combat,50.58,119.48,478.00
1002,12506,Ultimate Basketball,6.00,42.03,82.00
1003,12507,Ultimate League Soccer,29.39,115.16,177.76
1004,12481,Ultimate Stuntman,11.00,49.49,175.00
1005,10090,Uncharted Waters,64.43,152.62,610.00
1006,10091,Uninvited,69.74,211.50,846.00
1007,12012,Urban Champion,13.99,200.00,800.00
1008,37989,Urban Champion [5 Screw],10.25,211.83,847.00
1009,2291134,UXO: Unexploded Ordnance [Homebrew],,,
1010,12508,Vegas Dream,5.13,19.92,149.62
1011,12509,Venice Beach Volleyball,11.75,116.50,118.22
1012,12510,Vice Project Doom,58.73,190.52,258.25
1013,10105,Videomation,10.64,28.73,141.44
1014,12511,Vindicators,8.99,23.38,72.76
1015,12013,Volleyball,22.79,140.06,560.00
1016,38003,Volleyball [5 Screw],13.27,226.58,906.00
1017,352954,VS Duck Hunt [Homebrew],599.95,,
1018,10132,Wacky Races,304.99,799.99,"2,277.60"
1019,10133,Wall Street Kid,14.91,48.74,213.00
1020,12513,Wally Bear and the No Gang,32.93,128.84,515.00
1021,10138,Wario's Woods,28.94,91.04,234.94
1022,10146,Wayne's World,198.68,502.23,"2,009.00"
1023,12514,Wayne Gretzky Hockey,16.23,59.49,325.70
1024,5281934,Wayne Gretzky Hockey [White Jersey No Logo],69.95,244.83,993.29
1025,12512,WCW World Championship Wrestling,13.31,66.94,266.16
1026,12515,Werewolf,16.37,107.83,325.39
1027,12517,Wheel of Fortune,4.06,14.44,36.89
1028,12516,Wheel of Fortune Family Edition,5.85,16.15,149.77
1029,10149,Wheel of Fortune Featuring Vanna White,7.49,28.97,99.77
1030,12518,Wheel of Fortune Junior Edition,4.64,26.25,114.34
1031,12519,Where's Waldo,9.78,33.54,310.93
1032,10152,Where in Time is Carmen Sandiego,11.50,39.77,212.39
1033,12520,Who Framed Roger Rabbit,9.96,68.35,414.35
1034,12521,Whomp 'Em,57.29,199.00,744.25
1035,10154,Widget,72.50,229.00,471.72
1036,12522,Wild Gunman,37.00,170.50,207.76
1037,37974,Wild Gunman [5 Screw],36.33,206.44,826.00
1038,2585577,Wilford Brimley Battle [Homebrew],38.12,,39.99
1039,12523,Willow,14.07,60.00,291.87
1040,12524,Win Lose or Draw,1.42,18.50,81.53
1041,12525,Winter Games,4.89,27.00,108.00
1042,38034,Winter Games [5 Screw],7.28,50.37,201.00
1043,3179902,Wisdom Tree Video Game Collection [Homebrew],41.00,94.95,
1044,4442142,Witch n' Wiz,82.50,130.00,92.53
1045,4527691,Witch n Wiz [Limited Collectors Edition],4.68,16.63,66.50
1046,10166,Wizardry: Knight of Diamonds Second Scenario,33.05,116.44,466.00
1047,19592,Wizardry: Proving Grounds of the Mad Overlord,14.99,59.99,240.00
1048,12528,Wizards and Warriors,6.18,59.50,379.98
1049,38046,Wizards and Warriors [5 Screw],14.99,73.00,292.00
1050,10167,Wizards and Warriors III Kuros Visions of Power,26.72,109.43,220.00
1051,10169,Wolverine,18.90,96.88,388.00
1052,5115976,Wonderland Dizzy,,,
1053,10172,World Champ,33.99,114.00,456.00
1054,12530,World Class Track Meet,8.75,24.99,100.00
1055,12532,World Games,6.93,32.12,199.96
1056,12533,Wrath of the Black Manta,5.20,21.62,86.00
1057,12014,Wrecking Crew,22.49,200.00,800.00
1058,37975,Wrecking Crew [5 Screw],23.99,266.47,"1,066.00"
1059,10208,Wurm Journey to the Center of the Earth,42.00,116.82,300.07
1060,10214,WWF King of the Ring,32.04,85.49,599.99
1061,10221,WWF Wrestlemania,7.56,34.00,699.98
1062,13833,WWF Wrestlemania Challenge,9.43,55.00,220.00
1063,10218,WWF Wrestlemania Steel Cage Challenge,9.18,62.74,282.15
1064,12534,Xenophobe,5.68,41.00,83.22
1065,12015,Xevious,7.28,26.18,236.21
1066,12535,Xexyz,11.63,44.99,250.00
1067,2975536,Yeah Yeah Beebiss II [Homebrew],,50.00,
1068,12536,Yo Noid,15.54,94.84,379.00
1069,10228,Yoshi,5.70,32.08,202.50
1070,10229,Yoshi's Cookie,9.51,29.86,162.02
1071,10230,Young Indiana Jones Chronicles,94.99,247.25,449.57
1072,12016,Zanac,19.08,107.98,499.51
1073,38038,Zanac [5 Screw],33.81,125.00,500.00
1074,10234,Zelda II The Adventure of Link,20.68,96.13,997.14
1075,38510,Zelda II The Adventure of Link [Gray Cart],20.73,77.43,604.50
1076,2183153,Zelda III: The Legend of Zelda Outlands [Homebrew],,,
1077,20786,Zelda Test Cartridge,"7,350.06",,
1078,10236,Zen Intergalactic Ninja,133.00,678.14,"1,339.49"
1079,10239,Zombie Nation,437.45,"1,171.25","4,685.00"
1080,5404573,Zombie Nation [Strictly Limited],,,149.99
